nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-00001455,"inrit en doorsteek-",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.030493230048 52.884149440571,6.030492494786 52.884151969799,6.030319475018 52.88409625927,6.030323332606 52.884094908446,6.030493230048 52.884149440571))","POLYGON((198301.299 544305.144,198301.247 544305.425,198289.656 544299.122,198289.917 544298.974,198301.299 544305.144))",,,,,,,P0021.05f49d16471b41f0a2fae4c61099145e,,,,,,,,,,,,,,,,,,,17317f9660c285282528bc4bf4b96b79,,214,N351,"buiten bebouwde kom","21,4",,,,links,,,N351-PWL-19.8-21.7,214,3.44,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2018-07-09,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,betonstraatsteen,,,A+,A+,3.44
VV-N351-00001035,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.107435618992 52.920701929366,6.107433727665 52.92070354939,6.107421113163 52.920722111078,6.107372026725 52.92069753205,6.107400295491 52.920688716351,6.107402919354 52.920686435882,6.107435618992 52.920701929366))","POLYGON((203439.805 548421.451,203439.676 548421.63,203438.807 548423.687,203435.533 548420.919,203437.444 548419.957,203437.623 548419.705,203439.805 548421.451))",,,,,,,P0021.0271354c297349ecbc6ba1e329220a75,,,,,,,,,,,,,,,,,,,1ccd171054714e59aee11e0aeb44b64f,,147,N351,"buiten bebouwde kom","14,7",,,,links,,,N351-PWL-13.3-19.8,147,7.98,,,,20210215130324,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-18,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,7.98
VV-N351-00000117,bermverharding,,,,,,,,,,,,,Verhardingen,bermverharding,,,,,,,,,,,,,,,,,,,"POLYGON((6.115019486802 52.924562736298,6.115015756505 52.924565535917,6.114909704049 52.924513942779,6.114787610225 52.924453631372,6.11465478341 52.92438903568,6.114524712287 52.924325591323,6.114360053029 52.924245156979,6.11424152725 52.924187384488,6.11415295051 52.924143916061,6.114069050209 52.924102656783,6.114072885206 52.924099892502,6.114156680826 52.924141116468,6.114245272582 52.924184593787,6.11436378334 52.92424235738,6.114528442595 52.924322791718,6.114658513715 52.924386236071,6.114791355545 52.924450840654,6.114913464236 52.924511151967,6.114943372925 52.924525698839,6.115019486802 52.924562736298))","POLYGON((203945.523 548856.183,203945.269 548856.492,203938.195 548850.679,203930.052 548843.885,203921.192 548836.607,203912.516 548829.459,203901.533 548820.397,203893.627 548813.888,203887.719 548808.991,203882.123 548804.343,203882.384 548804.038,203887.973 548808.682,203893.882 548813.58,203901.787 548820.088,203912.77 548829.15,203921.446 548836.298,203930.307 548843.577,203938.451 548850.371,203940.446 548852.01,203945.523 548856.183))",,,,,,,P0021.00e55e8f09834d5294a4c6d3edeacbef,,,,,,,,,,,,,,,,,,,1db6d1b3f3752ab5a1f94bed2ca34072,,141,N351,"buiten bebouwde kom","14,1",,,,links,,2020,N351-PWL-13.3-19.8,141,32.77,,,,20210121110533,,,P0021,,0,bestaand,,berm,"half verhard",,,0,,grasklinkers,,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2021-01-21,,NL.IMGEO,,,,,,,,,bermverharding,"niet van toepassing",,,,0.4,bermverharding,grasbetontegel,,,A+,A+,32.77
VV-N351-000009,bermverharding,,,,,,,,,,,,,Verhardingen,bermverharding,,,,,,,,,,,,,,,,,,,"POLYGON((6.143096612014 52.93828546559,6.143079357036 52.938277738428,6.143061999353 52.938270092794,6.143044553683 52.938262519607,6.143027005153 52.938255018963,6.143009383665 52.938247599657,6.142939153963 52.938217255774,6.14287688551 52.938189665315,6.142861510709 52.938182276706,6.142846297181 52.938174752274,6.142831260112 52.938167109897,6.142816399191 52.938159331604,6.142801729758 52.938151444257,6.142785950289 52.938142162012,6.142770436052 52.9381327343,6.142755172019 52.938123152231,6.142740158346 52.938113424788,6.142725424777 52.938103551786,6.142702613134 52.938087609965,6.142709771343 52.938084374417,6.142731257171 52.938099345077,6.14274674421 52.938109779473,6.142761652682 52.938119444673,6.142776811512 52.938128964501,6.142792235419 52.938138329877,6.142807804638 52.938147496624,6.14282229388 52.938155286257,6.142837049598 52.938163002308,6.142851996648 52.938170600321,6.142867105284 52.938178080483,6.142882300049 52.938185380364,6.142944388618 52.938212891078,6.143014528298 52.938243190594,6.143032134912 52.938250609993,6.143049728372 52.938258128326,6.143067234002 52.938265728093,6.143074310109 52.93826890952,6.143104355651 52.938281678127,6.143100194442 52.938285326089,6.143096612014 52.93828546559))","POLYGON((205817.676 550402.601,205816.525 550401.729,205815.367 550400.866,205814.203 550400.011,205813.032 550399.164,205811.856 550398.326,205807.17 550394.9,205803.016 550391.786,205801.991 550390.953,205800.977 550390.105,205799.975 550389.244,205798.985 550388.368,205798.008 550387.48,205796.958 550386.436,205795.926 550385.376,205794.911 550384.299,205793.913 550383.206,205792.934 550382.097,205791.419 550380.307,205791.904 550379.952,205793.331 550381.633,205794.36 550382.805,205795.351 550383.891,205796.359 550384.961,205797.385 550386.014,205798.421 550387.045,205799.386 550387.922,205800.369 550388.791,205801.365 550389.647,205802.372 550390.49,205803.385 550391.313,205807.527 550394.418,205812.207 550397.839,205813.382 550398.677,205814.556 550399.526,205815.724 550400.384,205816.196 550400.743,205818.201 550402.185,205817.917 550402.588,205817.676 550402.601))",,,,,,,P0021.448ca0958c6b480d8a23c7f7cef7d6d6,,,,,,,,,,,,,,,,,,,1f08b32aba7c1a3cb838c532cbf4e9fc,,116,N351,,11.6,,,,links,,,N351-PWL-08.5-12.4,116,20.83,,,,20230227200244,,,P0021,,0,bestaand,,berm,"half verhard",,,0,,grasklinkers,,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2023-02-23,,NL.IMGEO,,,,,,,,,bermverharding,"niet van toepassing",,,,,bermverharding,grasbetontegel,,,A+,A+,20.83
VV-N351-00001892,"inrit en doorsteek-",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.030436914159 52.884175949404,6.030432663451 52.884176835042,6.030320961428 52.884140690514,6.030319810896 52.884138225371,6.030436914159 52.884175949404))","POLYGON((198297.482 544308.06,198297.195 544308.156,198289.712 544304.067,198289.637 544303.792,198297.482 544308.06))",,,,,,,P0021.0a05f334d965424ebf7ca2464a4867cc,,,,,,,,,,,,,,,,,,,20b7111d9be89cecb17040ca47540a14,,214,N351,"buiten bebouwde kom","21,4",,,,links,,,N351-PWL-19.8-21.7,214,1.86,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2018-07-09,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,hoog,,,elementenverharding,betonstraatsteen,,,A+,A+,1.86
VV-N351-00001990,"inrit en doorsteek-",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((5.90644707455 52.841475510504,5.906432504623 52.841485890712,5.906431217759 52.841508749553,5.906331681677 52.84145683531,5.906364727069 52.841452503614,5.906380973171 52.841440795066,5.906401777237 52.84142547198,5.906468131438 52.841460231238,5.90644707455 52.841475510504))","POLYGON((189985.67 539489.318,189984.68 539490.466,189984.575 539493.009,189977.91 539487.184,189980.14 539486.718,189981.244 539485.423,189982.658 539483.728,189987.101 539487.628,189985.67 539489.318))",,,,,,,P0021.0add49950f3649d09b9db57a4541a712,,,,,,,,,,,,,,,,,,,23293bf2a914c3825ce3a8c0d30d34de,,322,N351,"buiten bebouwde kom","32,2",,1993,,rechts,,,N351-HRB-30.7-35.0,322,36.54,,,,20240223171922,,,P0021,,0,bestaand,,inrit,"gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-30,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,hoog,,,"AC surf",dichtasfaltbeton,,,A+,A+,36.54
VV-N351-00001164,fietspad,,,,,,,,,,,,,Verhardingen,fietspad,,,,,,,,,,,,,,,,,,,"POLYGON((6.291425211867 52.977000348113,6.291426800734 52.977009466591,6.291427597053 52.977011248922,6.291429641601 52.977013632905,6.291434673284 52.977017189519,6.291378636125 52.977043126774,6.291382508941 52.977040347539,6.291385342161 52.977037692997,6.291387426227 52.977034810468,6.291389340225 52.977028756916,6.291389514775 52.977025691126,6.291388320725 52.977019094927,6.291386102776 52.977010511424,6.291384001968 52.977000399293,6.291383750322 52.976992582757,6.29138454683 52.976987921614,6.291385715198 52.976984677558,6.29138674874 52.976982827462,6.291391539239 52.976976203958,6.29139606098 52.976971694364,6.291399826974 52.976968790122,6.291407607441 52.976964192965,6.291415748902 52.976959772811,6.291437846521 52.976948462092,6.291479419391 52.976929329355,6.291508012924 52.976916091248,6.291508802082 52.976913227502,6.29155972922 52.97689072583,6.291610121486 52.976867563167,6.29161469274 52.976866872542,6.291626466995 52.976861022954,6.291631221223 52.976858389814,6.291635733917 52.976855596741,6.291640005634 52.976852670691,6.291643991719 52.976849612002,6.291648240852 52.976845598731,6.291656214188 52.976837387439,6.291663483028 52.976828947824,6.291668320602 52.976820292954,6.291671634209 52.976811380016,6.291673366357 52.9768023083,6.291673518916 52.976793167658,6.291672079425 52.976784075012,6.29167012541 52.976777448619,6.29166690208 52.976769205238,6.291662184422 52.976758546753,6.291651053652 52.976740900207,6.291640901018 52.976725187388,6.291637191965 52.97671864617,6.291634856755 52.976713020187,6.291633586285 52.976707763588,6.291633253157 52.976703910809,6.291633455735 52.976700044989,6.291634180067 52.976696211167,6.29163590969 52.976691318292,6.291638306797 52.976687022475,6.291641151086 52.976683469171,6.291645493811 52.976679661885,6.29165013038 52.976676382592,6.291656021051 52.976672554604,6.291673580922 52.976662122933,6.291694196967 52.976650454922,6.291721836987 52.976668731396,6.291712500306 52.976673663874,6.291700664982 52.976680870928,6.2916936442 52.976683332504,6.291683490231 52.976690490884,6.291680551358 52.97669307434,6.291676731367 52.976697677488,6.29167563256 52.97669996843,6.291675085838 52.9767023181,6.291675120413 52.976704699317,6.291676326073 52.976708985841,6.291679027882 52.976715058385,6.29168281403 52.976722443769,6.291691463949 52.976735337143,6.291699776724 52.976748484697,6.291704080012 52.976756396382,6.291707496959 52.976763209409,6.291709231798 52.976767168406,6.29171169586 52.976773979659,6.291714532257 52.976783663842,6.291716655437 52.97679341633,6.291717200194 52.976801005979,6.291716836909 52.976808602502,6.291715609306 52.976816160632,6.291713486865 52.976823644655,6.291710498798 52.976831027389,6.2917056323 52.976838289538,6.291699972364 52.976845342012,6.291693518058 52.976852139883,6.291686328551 52.97685866473,6.291678432869 52.976864880386,6.29166973759 52.97687058985,6.291660620462 52.976876059865,6.291649553501 52.976882272559,6.291637359869 52.976888718447,6.291585069927 52.976913701811,6.291529703004 52.976938924117,6.291445957294 52.976976259532,6.291438261666 52.976980640368,6.291435079358 52.976982974032,6.291430874291 52.976986960002,6.291428925655 52.976989194464,6.291427235492 52.976991687585,6.291425162667 52.976995828169,6.291425211867 52.977000348113))","POLYGON((215735.351 554825.305,215735.445 554826.321,215735.496 554826.52,215735.63 554826.787,215735.963 554827.187,215732.163 554830.026,215732.427 554829.72,215732.621 554829.427,215732.765 554829.108,215732.902 554828.436,215732.918 554828.095,215732.847 554827.36,215732.71 554826.403,215732.583 554825.276,215732.577 554824.406,215732.637 554823.888,215732.72 554823.528,215732.792 554823.323,215733.123 554822.59,215733.433 554822.092,215733.69 554821.772,215734.219 554821.267,215734.772 554820.782,215736.272 554819.542,215739.091 554817.448,215741.03 554815.999,215741.087 554815.681,215744.539 554813.22,215747.956 554810.685,215748.264 554810.612,215749.063 554809.971,215749.386 554809.682,215749.693 554809.375,215749.984 554809.053,215750.256 554808.716,215750.547 554808.273,215751.094 554807.366,215751.594 554806.433,215751.931 554805.474,215752.166 554804.485,215752.295 554803.477,215752.318 554802.46,215752.234 554801.447,215752.112 554800.708,215751.907 554799.788,215751.605 554798.598,215750.882 554796.625,215750.222 554794.868,215749.982 554794.137,215749.833 554793.509,215749.755 554792.923,215749.738 554792.494,215749.757 554792.064,215749.811 554791.638,215749.934 554791.095,215750.101 554790.619,215750.297 554790.226,215750.594 554789.806,215750.91 554789.445,215751.311 554789.024,215752.505 554787.878,215753.906 554786.597,215755.737 554788.654,215755.103 554789.195,215754.298 554789.987,215753.823 554790.255,215753.131 554791.043,215752.93 554791.328,215752.667 554791.837,215752.59 554792.091,215752.55 554792.352,215752.549 554792.617,215752.624 554793.095,215752.797 554793.773,215753.041 554794.598,215753.604 554796.04,215754.144 554797.51,215754.422 554798.394,215754.642 554799.155,215754.753 554799.597,215754.909 554800.357,215755.086 554801.437,215755.215 554802.524,215755.241 554803.369,215755.206 554804.214,215755.113 554805.054,215754.96 554805.885,215754.749 554806.704,215754.412 554807.508,215754.022 554808.288,215753.579 554809.039,215753.087 554809.759,215752.548 554810.444,215751.956 554811.072,215751.336 554811.673,215750.584 554812.355,215749.756 554813.062,215746.209 554815.798,215742.455 554818.558,215736.778 554822.642,215736.255 554823.123,215736.038 554823.38,215735.75 554823.82,215735.616 554824.067,215735.499 554824.343,215735.354 554824.802,215735.351 554825.305))",,," "," "," "," ",P0021.647eb8ab4589432da1868e8a44c222d3,,,,,,,,,,,,,,,,,,,24895e5dab5a7a8d98edb639be91bcdd,,1,N351,"buiten bebouwde kom","0,1",,2017,,rechts,,2017,N381-PWR-43.0-44.4,1,148.06,,,,20180528072358,,,P0021,,0,bestaand,,fietspad,"gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2018-05-24,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Fietspad,,,fietspad,trochfytsroute,zand,,13-20-WN,2.8,SMA,"SMA-NL 8A",,,A+,A+,148.06
VV-N351-00001522,pechhaven,,,,,,,,,,,,,Verhardingen,pechhaven,,,,,,,,,,,,,,,,,,,"POLYGON((6.271474766226 52.972139673971,6.271304353932 52.972118908466,6.270696637393 52.972044850303,6.270868360575 52.97204147768,6.271230207357 52.972083896627,6.271255204832 52.972087701794,6.27131044674 52.972100782142,6.271474766226 52.972139673971))","POLYGON((214401.976 554267.819,214390.557 554265.368,214349.835 554256.627,214361.375 554256.393,214385.624 554261.411,214387.298 554261.855,214390.991 554263.356,214401.976 554267.819))",,,,,,,P0021.068a408ee1ff4ebfaf9c17174c5f8228,,,,,,,,,,,,,,,,,,,282a305c1d99c34fb2b0a361bf6c7031,,17,N351,"buiten bebouwde kom","1,7",,2005,,links,,1964,N351-HRB-00.3-01.8,17,109.08,,,,20170328111053,,,P0021,,0,bestaand,,"rijbaan autoweg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-18,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Parkeervoorziening,,,pechhaven,stroomweg,,,05-02-W,,SMA,"SMA-NL 8A",,,A+,A+,109.08
VV-N351-00000132,bermverharding,,,,,,,,,,,,,Verhardingen,bermverharding,,,,,,,,,,,,,,,,,,,"POLYGON((6.116104963444 52.925094722122,6.116118980697 52.925101511357,6.116114942085 52.925104546546,6.116079845492 52.925087488408,6.116048588233 52.925072374905,6.11591186656 52.92500540494,6.115740294543 52.924920943717,6.115555173192 52.92483005855,6.115391158503 52.924749271211,6.115235536421 52.924673249332,6.115110400564 52.924611590827,6.115067832228 52.924590506978,6.115071616599 52.924587383507,6.115115358039 52.924609260016,6.115239560637 52.92467024122,6.115395182714 52.924746263093,6.11555919755 52.924827059413,6.115744319047 52.92491795356,6.115915890909 52.925002405791,6.116052612579 52.925069375751,6.116104963444 52.925094722122))","POLYGON((204017.922 548916.117,204018.857 548916.882,204018.582 548917.217,204016.241 548915.295,204014.156 548913.592,204005.037 548906.047,203993.594 548896.532,203981.247 548886.293,203970.308 548877.192,203959.928 548868.627,203951.582 548861.681,203948.743 548859.306,203949.001 548858.961,203951.918 548861.425,203960.202 548868.295,203970.582 548876.86,203981.521 548885.962,203993.868 548896.202,204005.311 548905.716,204014.43 548913.261,204017.922 548916.117))",,,,,,,P0021.90dd4249f08b4868bc06c9574141ec1e,,,,,,,,,,,,,,,,,,,2a8fec4517d88a724a3d4e9932191bb6,,140,N351,"buiten bebouwde kom",14,,,,links,,2020,N351-PWL-13.3-19.8,140,38.87,,,,20210121110533,,,P0021,,0,bestaand,,berm,"half verhard",,,0,,grasklinkers,,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2021-01-21,,NL.IMGEO,,,,,,,,,bermverharding,"niet van toepassing",,,,0.4,bermverharding,grasbetontegel,,,A+,A+,38.87
VV-N351-00000219,"inrit en doorsteek-rechts-263",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek","Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((5.981019959552 52.868192452102,5.981013086703 52.868195955185,5.981007082051 52.868198869809,5.981004263454 52.868200186912,5.980998476539 52.868202731997,5.980992686325 52.868205034456,5.980987455272 52.868206956691,5.980977773608 52.868210311992,5.980975481051 52.868210997407,5.980972624202 52.86821168563,5.980969691149 52.868212230445,5.980966859846 52.868212612994,5.980964161092 52.868212914001,5.98096338988 52.868212989734,5.981022323465 52.868112898985,5.98107664672 52.868021080955,5.981111640734 52.868037882622,5.981058363204 52.868126873636,5.981019959552 52.868192452102))","POLYGON((194985.775 542500.979,194985.309 542501.365,194984.902 542501.686,194984.711 542501.831,194984.319 542502.111,194983.927 542502.364,194983.573 542502.575,194982.918 542502.943,194982.763 542503.018,194982.57 542503.093,194982.372 542503.152,194982.181 542503.193,194981.999 542503.225,194981.947 542503.233,194986.007 542492.128,194989.749 542481.941,194992.09 542483.83,194988.421 542493.703,194985.775 542500.979))",,,,,,,P0021.5c0b17eb922d4af0a607fae9e77dafe0,,,,,,,,,,,,2.6,,,,,,,2d9d6f6afba8445b25db39294e05f9c7,,263,N351,"buiten bebouwde kom","26,3",,2017,,rechts,,2017,N351-HRB-26.2-26.3,263,58.61,,,,20240226123006,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2018-01-25,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",veen,hoog,17-01-WN,2.6,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,58.61
VV-N351-00000139,bermverharding,,,,,,,,,,,,,Verhardingen,bermverharding,,,,,,,,,,,,,,,,,,,"POLYGON((6.108069541742 52.921095350661,6.108094256937 52.921108124277,6.10811740543 52.921119667186,6.10819800614 52.921159899116,6.108291786665 52.921207672094,6.108384539604 52.921255334379,6.108492465629 52.921309680884,6.108572297637 52.921350141873,6.108624876683 52.92137633488,6.108637454625 52.921383448221,6.108633960732 52.921386165335,6.108607175214 52.921372298979,6.108568492267 52.9213529058,6.108488645389 52.921312444898,6.108380719065 52.921258080419,6.108287936241 52.921210409325,6.108194185746 52.921162654136,6.108090436393 52.921110870308,6.108066175391 52.921098588216,6.10803581238 52.921084159198,6.108036633078 52.921083435309,6.108039905754 52.921080827388,6.108069541742 52.921095350661))","POLYGON((203482.002 548465.655,203483.65 548467.093,203485.194 548468.393,203490.57 548472.924,203496.824 548478.303,203503.009 548483.669,203510.207 548489.789,203515.531 548494.345,203519.038 548497.295,203519.876 548498.095,203519.638 548498.395,203517.852 548496.834,203515.272 548494.65,203509.947 548490.094,203502.749 548483.972,203496.562 548478.605,203490.31 548473.228,203483.39 548467.396,203481.772 548466.013,203479.746 548464.387,203479.802 548464.307,203480.025 548464.019,203482.002 548465.655))",,,,,,,P0021.c30e5e251f474f5d85df88c263b79c51,,,,,,,,,,,,,,,,,,,3243ba69d7d620fc9e8929a3ef21a8f7,,147,N351,"buiten bebouwde kom","14,7",,,,links,,2020,N351-PWL-13.3-19.8,147,21.16,,,,20210121110533,,,P0021,,0,bestaand,,berm,"half verhard",,,0,,grasklinkers,,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2021-01-21,,NL.IMGEO,,,,,,,,,bermverharding,"niet van toepassing",,,,0.4,bermverharding,grasbetontegel,,,A+,A+,21.16
